data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
5546757,454,MAW472,472,"05 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Malawi)",,6,,,0,60,"Eastern Africa",Malawi,Central,"Lilongwe City","Lilongwe City",Lilongwe,-13.9833,33.7833,1,AFP,International,"05 July. Demonstrators marched through the streets of Lilongwe. The demonstration is in response to the 21 May election results which is marred with allegations of fraud. [size=3000].",0,1562618544,MWI
5546758,454,MAW473,473,"05 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Malawi)",,6,,,0,60,"Eastern Africa",Malawi,Southern,"Blantyre City","Blantyre City",Blantyre,-15.7833,35,1,AFP,International,"05 July. Demonstrators marched through the streets of Blantyre. The demonstration is in response to the 21 May election results which is marred with allegations of fraud. [size=3000].",0,1562618544,MWI
5546753,454,MAW468,468,"04 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Malawi)","HRDC: Human Rights Defenders Coalition",5,,,0,50,"Eastern Africa",Malawi,Central,"Lilongwe City","Lilongwe City",Lilongwe,-13.9833,33.7833,1,"Nyasa Times (Malawi); Nation (Malawi); News24 (South Africa)",National-Regional,"04 July. Demonstrators, led by the Human Rights Defenders Coalition (HRDC), gathered in Lilongwe to demonstrate against the re-election of the current president, who they claim came into office due to fraud. A group of youth, part of the demonstration, allegedly looted a supermarket and an electronics shop during the demonstration. Demonstrators burned tires and damaged statues at the Parliament Building. [size=3500].",0,1562618544,MWI
5546754,454,MAW469,469,"04 July 2019",2019,1,Riots,"Mob violence","Rioters (Malawi)","DPP: Democratic Progressive Party",5,"Protesters (Malawi)","HRDC: Human Rights Defenders Coalition",6,56,"Eastern Africa",Malawi,Southern,"Blantyre City","Blantyre City",Blantyre,-15.7833,35,1,"Nyasa Times (Malawi); AFP",National-International,"04 July. Demonstrators, led by the Human Rights Defenders Coalition (HRDC), who are demonstrating against the election results of the 21 May elections, were attacked by twenty-five Progressive Democratic Party (DPP) Youth Cadets, armed with knives, sticks, and machetes, in Blantyre. [size=no report].",0,1562618544,MWI
5546755,454,MAW470,470,"04 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Malawi)",,5,"Police Forces of Malawi (2014-)",,1,15,"Eastern Africa",Malawi,Northern,Mzimba,"TA Chindi",Mzuzu,-11.45,33.5833,1,"Nyasa Times (Malawi); Malawi Times",National,"04 July. Demonstrators, demonstrating against the 21 May election results, allegedly vandalized the offices of the Electricity Supply Corporation of Malawi (Escom), commercial banks in Mzuzu, looted and destroyed public structures, including Mzuzu Prison Building and Karonga District Commissioner (DC)'s office. Police used teargas to disperse the crowds. [size=no report].",0,1562618544,MWI
5546756,454,MAW471,471,"04 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Malawi)",,5,"Police Forces of Malawi (2014-)",,1,15,"Eastern Africa",Malawi,Southern,Zomba,"Zomba City",Zomba,-15.3833,35.3333,1,"Malawi Times",National,"04 July. Demonstrators vandalized billboards of the current president during a demonstration in Zomba. Demonstrators also barricaded roads with burning tires. Police fired teargas to disperse the crowds. [size=no report].",0,1562618544,MWI
5234046,454,MAW461,461,"20 June 2019",2019,1,Riots,"Violent demonstration","Rioters (Malawi)","HRDC: Human Rights Defenders Coalition; UTM: United Transformation Movement; MCP: Malawi Congress Party",5,"Police Forces of Malawi (2014-)",,1,15,"Eastern Africa",Malawi,Central,"Lilongwe City","Lilongwe City",Lilongwe,-13.9833,33.7833,1,"Malawi Times; Citizen (South Africa)",National-Regional,"20 June. Demonstrators, led by the Human Rights Defenders Coalition (HRDC), Malawi Congress Party (MCP), and Malawi's United Transformation Movement (UTM), burned shirts and flags from the Democratic Progressive Party during a demonstration in Lilongwe. The demonstrators are demanding the Malawi Electoral Commission chairperson to resign due to the suspected irregularities during the 21 May elections. Police said that shops were also looted during the demonstration and two police officers have been injured when demonstrators threw rocks at the police. Police used teargas to disperse the crowds. [size=1000].",0,1561405222,MWI
5234047,454,MAW462,462,"20 June 2019",2019,1,Riots,"Violent demonstration","Rioters (Malawi)","HRDC: Human Rights Defenders Coalition; UTM: United Transformation Movement; MCP: Malawi Congress Party",5,"Police Forces of Malawi (2014-)",,1,15,"Eastern Africa",Malawi,Southern,"Blantyre City","Blantyre City",Blantyre,-15.7833,35,1,"Malawi Times; Citizen (South Africa)",National-Regional,"20 June. Demonstrators, led by the Human Rights Defenders Coalition (HRDC) Malawi Congress Party (MCP), and Malawi's United Transformation Movement (UTM), demonstrated in Blantyre. The demonstrators are demanding the Malawi Electoral Commission chairperson to resign due to the suspected irregularities during the 21 May elections. Police used teargas to disperse the crowds. [size=1000].",0,1561405222,MWI
5234048,454,MAW463,463,"20 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Malawi)","HRDC: Human Rights Defenders Coalition; UTM: United Transformation Movement; MCP: Malawi Congress Party",6,,,0,60,"Eastern Africa",Malawi,Northern,Mzimba,"TA Chindi",Mzuzu,-11.45,33.5833,1,"Malawi Times; Citizen (South Africa)",National-Regional,"20 June. Demonstrators, led by the Human Rights Defenders Coalition (HRDC) Malawi Congress Party (MCP), and Malawi's United Transformation Movement (UTM), demonstrated in Mzuzu. The demonstrators are demanding the Malawi Electoral Commission chairperson to resign due to the suspected irregularities during the 21 May elections. [size=1000].",0,1561405222,MWI
5234049,454,MAW464,464,"20 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Malawi)","HRDC: Human Rights Defenders Coalition; UTM: United Transformation Movement; MCP: Malawi Congress Party",6,,,0,60,"Eastern Africa",Malawi,Southern,Zomba,"Zomba City",Zomba,-15.3833,35.3333,1,"Malawi Times",National,"20 June. Demonstrators, led by the Human Rights Defenders Coalition (HRDC) Malawi Congress Party (MCP), and Malawi's United Transformation Movement (UTM), demonstrated in Zomba. The demonstrators are demanding the Malawi Electoral Commission chairperson to resign due to the suspected irregularities during the 21 May elections. [size=1000].",0,1561405222,MWI
5234045,454,MAW460,460,"19 June 2019",2019,1,Riots,"Violent demonstration","Rioters (Malawi)","MCP: Malawi Congress Party",5,"Police Forces of Malawi (2014-)",,1,15,"Eastern Africa",Malawi,Central,"Lilongwe City","Lilongwe City",Lilongwe,-13.9833,33.7833,1,"Nyasa Times (Malawi)",National,"19 June. President Peter Mutharika's security detail had to make changes to his route after police fired teargas at Malawi Congress Party (MCP) demonstrators who barricaded the M1 main road in Lilongwe with burning tires. The demonstrators threw rocks at the police. The demonstration was against the May elections. Demonstrators claim that there were irregularities during the elections. [size=no report].",0,1561405222,MWI
5216936,454,MAW458,458,"13 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Malawi)","MCP: Malawi Congress Party; PP: Peoples Party",6,,,0,60,"Eastern Africa",Malawi,Central,Ntcheu,"Ntcheu Boma",Ntcheu,-14.8167,34.6333,1,Malawi24,National,"13 June. Malawi Congress Party (MCP) and People's Party (PP) supporters marched in Ntcheu in demonstration over the irregularities in the 21 May presidential elections. [size=no report].",0,1560806716,MWI
5234044,454,MAW459,459,"13 June 2019",2019,1,Riots,"Violent demonstration","Rioters (Malawi)","MCP: Malawi Congress Party",5,"Civilians (Malawi)","DPP: Democratic Progressive Party",7,57,"Eastern Africa",Malawi,Central,"Lilongwe City","Lilongwe City",Lilongwe,-13.9833,33.7833,1,"Nyasa Times (Malawi)",National,"13 June. Malawi Congress Party (MCP) supporters shoved the Secretary General of the Democratic Progressive Party (DPP), Grelzedar Jeffrey wa Jeffrey, outside the Lilongwe High Court during a conference on the Constitutional Court. [size=no report].",0,1561405222,MWI
5216934,454,MAW456,456,"11 June 2019",2019,1,Riots,"Violent demonstration","Rioters (Malawi)","MCP: Malawi Congress Party",5,"Police Forces of Malawi (2014-)",,1,15,"Eastern Africa",Malawi,Central,Kasungu,"Kasungu Boma",Kasungu,-13.0333,33.4833,1,"Maravi Post",National,"11 June. Malawi Congress Party (MCP) from Kasungu vandalized President Mutharika's Billboard during a demonstration. The police used teargas to disperse the crowds. [size=no report].",0,1560806716,MWI
5216935,454,MAW457,457,"11 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Malawi)","MCP: Malawi Congress Party; PP: Peoples Party",6,,,0,60,"Eastern Africa",Malawi,Southern,Zomba,"Zomba City",Zomba,-15.3833,35.3333,1,"Malawi Times",National,"11 June. Supporters of the Malawi Congress Party (MCP) and People's Party (PP) marched from Chinamwali Trading Centre, along the M3 Road, via Chirunga and Kalimbuka roads, on their way to MCP Eastern Region offices in Zomba. The demonstration over the irregularities in the 21 May presidential elections. [size=no report].",0,1560806716,MWI
5211748,454,MAW454,454,"07 June 2019",2019,1,Protests,"Protest with intervention","Protesters (Malawi)","MCP: Malawi Congress Party; PP: Peoples Party; FP: Freedom Party",6,"Police Forces of Malawi (2014-)",,1,16,"Eastern Africa",Malawi,Northern,Mzimba,"Mzimba Boma",Mzuzu,-11.45,33.5833,1,"Malawi Times",National,"07 June. Hundreds of Malawi Congress Party (MCP), People's Party (PP) and Freedom Party (FP) supporters marched through the streets of Mzuzu, in demonstration over the irregularities in the 21 May presidential elections. The demonstration was initially delayed by police and authorities from Mzuzu City Council (MCC) who blocked the demonstrators. [size=100].",0,1560202905,MWI
5216933,454,MAW455,455,"07 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Malawi)","MCP: Malawi Congress Party",6,,,0,60,"Eastern Africa",Malawi,Northern,Karonga,"Karonga Town",Karonga,-9.9333,33.9333,1,Malawi24,National,"07 June. Malawi Congress Party (MCP) supporters marched through the streets of Karonga, in demonstration over the irregularities in the 21 May presidential elections. [size=no report].",0,1560806716,MWI
5280353,454,MAW452,452,"06 June 2019",2019,1,Protests,"Protest with intervention","Protesters (Malawi)","MCP: Malawi Congress Party",6,"Police Forces of Malawi (2014-)",,1,16,"Eastern Africa",Malawi,Central,"Lilongwe City","Lilongwe City",Lilongwe,-13.9833,33.7833,1,"Malawi24; Maravi Post",National,"06 June. Malawi Congress Party (MCP) supporters demonstrated at the party's headquarters in Lilongwe in response to the recent election results. The police fired teargas canisters at the demonstrators. Two demonstrators suffered injuries. [size=no report].",0,1561469182,MWI
5211747,454,MAW453,453,"06 June 2019",2019,1,Protests,"Protest with intervention","Protesters (Malawi)","MCP: Malawi Congress Party",6,"Police Forces of Malawi (2014-)",,1,16,"Eastern Africa",Malawi,Central,Nkhotakota,"Nkhotakota Boma",Nkhotakota,-12.9292,34.2972,1,Malawi24,National,"06 June. Malawi Congress Party (MCP) supporters demonstrated in Nkhotakota in response to the recent election results. The police fired teargas canisters at the demonstrators. Two demonstrators suffered injuries. [size=no report].",0,1560202905,MWI
5211744,454,MAW450,450,"04 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Malawi)","MCP: Malawi Congress Party",6,,,0,60,"Eastern Africa",Malawi,Central,"Lilongwe City","Lilongwe City",Lilongwe,-13.9833,33.7833,1,"Nation (Malawi); News24 (South Africa)",National-Regional,"04 June. Malawi Congress Party (MCP) supporters marched through Lilongwe in demonstration against the recent election results, claiming the election results a fraud. The demonstrators stormed into the ministerial and civil servant officers while holding tree branches. [size=no report].",0,1560202905,MWI
5211745,454,MAW451,451,"04 June 2019",2019,1,Protests,"Peaceful protest","Protesters (Malawi)","MCP: Malawi Congress Party",6,,,0,60,"Eastern Africa",Malawi,Southern,"Blantyre City","Blantyre City",Blantyre,-15.7833,35,1,"Nation (Malawi)",National,"04 June. Demonstration action have been reported in Blantyre. Malawi Congress Party (MCP) supporters walked from the party's reginal offices to the Blantyre central business district in demonstration against the recent election results, claiming the election results a fraud. [size=no report].",0,1560202905,MWI
5211743,454,MAW449,449,"31 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Malawi)","MCP: Malawi Congress Party",6,,,0,60,"Eastern Africa",Malawi,Central,"Lilongwe City","Lilongwe City",Lilongwe,-13.9833,33.7833,1,"Nation (Malawi)",National,"31 May. Malawi Congress Party (MCP) supporters marched in the streets of Lilongwe, in demonstration against the recent election results. [size=no report].",0,1560202905,MWI
5207791,454,MAW448,448,"29 May 2019",2019,1,Riots,"Violent demonstration","Rioters (Malawi)","Teachers (Malawi)",5,"Police Forces of Malawi (2014-)",,1,15,"Eastern Africa",Malawi,Southern,Chikwawa,"Chikwawa Boma",Chikwawa,-16.0335,34.8009,1,"Nyasa Times (Malawi)",National,"29 May. Demonstration action have been reported in Chikwawa. Teachers demonstrated, demanding allowances for work they have done for work done during the election. Police used teargas to disperse the demonstrators after demonstrators blocked roads with stones and branches. [size=no report].",0,1559594786,MWI
5207789,454,MAW446,446,"28 May 2019",2019,1,Riots,"Violent demonstration","Rioters (Malawi)","MCP: Malawi Congress Party",5,"Police Forces of Malawi (2014-)",,1,15,"Eastern Africa",Malawi,Central,Dowa,"TA Msakambera",Dowa,-13.6525,33.9357,1,"Nyasa Times (Malawi)",National,"28 May. Members of the Malawi Congress Party (MCP) demonstrated at the Chimwaza Trading Centre, Dowa. The demonstrators said that their party leader was robbed of the presidency by the Democratic Progressive Party (DPP). Police have arrested 15 demonstrators for political violence. [size=no report].",0,1559594786,MWI
5207790,454,MAW447,447,"28 May 2019",2019,1,"Strategic developments","Change to group/activity","Police Forces of Malawi (2014-)",,1,"MCP: Malawi Congress Party",,3,13,"Eastern Africa",Malawi,Central,"Lilongwe City","Lilongwe City",Lilongwe,-13.9833,33.7833,1,"Nyasa Times (Malawi)",National,"28 May. Police have sprayed tear gas at the Malawi Congress Party (MCP) headquarters in Lilongwe. The police said that the headquarters are used for violent demonstrators. MCP members said that no demonstration took place in or near the building. [size=no report].",0,1559594786,MWI
5207786,454,MAW443,443,"26 May 2019",2019,1,Riots,"Violent demonstration","Rioters (Malawi)","MCP: Malawi Congress Party",5,,,0,50,"Eastern Africa",Malawi,Central,"Lilongwe City","Lilongwe City",Lilongwe,-13.9833,33.7833,1,"Nyasa Times (Malawi)",National,"26 May. Malawi Congress Party (MCP) blocked roads with burned tyres in Lilongwe. The demonstration was in response to the poll of the recent elections. [size=no report].",0,1559594786,MWI
5207787,454,MAW444,444,"26 May 2019",2019,1,Riots,"Violent demonstration","Rioters (Malawi)","MCP: Malawi Congress Party",5,,,0,50,"Eastern Africa",Malawi,Central,Mchinji,"Mchinji Boma",Mchinji,-13.7984,32.8802,1,"Nyasa Times (Malawi)",National,"26 May. Malawi Congress Party (MCP) blocked roads with burned tyres in Mchinji. The demonstration was in response to the poll of the recent elections. [size=no report].",0,1559594786,MWI
5207788,454,MAW445,445,"26 May 2019",2019,1,Protests,"Peaceful protest","Protesters (Malawi)","MCP: Malawi Congress Party",6,,,0,60,"Eastern Africa",Malawi,Southern,Chikwawa,"Chikwawa Boma",Chikwawa,-16.0335,34.8009,1,"Nyasa Times (Malawi)",National,"26 May. Demonstrators marched in Chikwawa central over the election results. Demonstrators believe that the winning candidate from the Democratic Progressive Party (DPP) manipulated the poll results to win the elections. [size=no report].",0,1559594786,MWI
5207785,454,MAW442,442,"25 May 2019",2019,1,Riots,"Violent demonstration","Rioters (Malawi)","MCP: Malawi Congress Party",5,,,0,50,"Eastern Africa",Malawi,Central,Dowa,"TA Msakambera",Dowa,-13.6525,33.9357,1,Malawi24,National,"25 May. An angry mob stoned a Democratic Progressive Party (DPP) office, burned DPP flags and blocked the M1 road with burning tyres in Mponela Dowa. [size=no report].",0,1559594786,MWI
5193951,454,MAW441,441,"22 May 2019",2019,2,Riots,"Mob violence","Rioters (Malawi)","Vigilante Group (Malawi)",5,"Civilians (Malawi)",,7,57,"Eastern Africa",Malawi,Central,Kasungu,"Kasungu Boma",Kasungu,-13.0333,33.4833,1,"Face of Malawi",National,"22 May (on or around). A mob has beaten a man suspected of wanting to hijack a motorcycle in Kasungu. [size=no report].",0,1558991400,MWI
5184618,454,MAW440,440,"15 May 2019",2019,1,Riots,"Mob violence","Rioters (Malawi)","DPP: Democratic Peoples Party",5,"Civilians (Malawi)","MCP: Malawi Congress Party",7,57,"Eastern Africa",Malawi,Southern,Nsanje,"Nsanje Boma",Nsanje,-16.9167,35.2667,1,"Maravi Post",National,"15 May. Two Malawi Congress Party (MCP) have been attacked by Democratic Progressive Party (DPP) Youth Cadets with sticks and stones in Kachere along the main road to Nsanje after the welcome party for the vice-president of the MCP. [size=no report]. ",0,1558389801,MWI
5184617,454,MAW439,439,"12 May 2019",2019,1,"Violence against civilians",Attack,"Unidentified Armed Group (Malawi)",,3,"Civilians (Malawi)","EUEOM: European Union Election Observation Mission",7,37,"Eastern Africa",Malawi,Southern,"Blantyre City","Blantyre City",Blantyre,-15.7833,35,1,MENAFN,Regional,"12 May. Two election observers from the European Union Election Observation Mission (EU EOM) have been attacked in lower Shire district, almost 45 km from Malawi's commercial capital, Blantyre. [size=no report]. ",0,1558389801,MWI
5234442,454,MAW438,438,"20 April 2019",2019,1,Riots,"Mob violence","Rioters (Malawi)","MCP: Malawi Congress Party",5,"Police Forces of Malawi (2014-)","Government of Malawi (2014-)",1,15,"Eastern Africa",Malawi,Central,"Lilongwe City","Lilongwe City",Lilongwe,-13.9833,33.7833,1,"Malawian Watchdog",National,"20 April (on or around). Malawi President Peter Mutharikais convoy and two Democratic Progressive Party (DPP) vehicles were smashed in Lilongwe. Five suspects from the Malawi Congress Party (MCP) have been arrested. [size=5].",0,1561405304,MWI
5130998,454,MAW437,437,"09 April 2019",2019,1,Riots,"Mob violence","Rioters (Malawi)","Vigilante Group (Malawi)",5,"Civilians (South Africa)","Former Military Forces of Malawi (2014-)",7,57,"Eastern Africa",Malawi,Southern,"Blantyre City","Blantyre City",Blantyre,-15.7833,35,1,"Maravi Post",National,"09 April. Community members from Blantyre killed a former Malawi Defence Force soldier for attempting to rape a woman in the community. [size=no report].",1,1555958739,MWI
5119758,454,MAW436,436,"05 April 2019",2019,1,Protests,"Peaceful protest","Protesters (Malawi)","Street Traders (Malawi)",6,,,0,60,"Eastern Africa",Malawi,Central,Dowa,"TA Msakambewa",Ntchisi,-13.5278,33.9149,1,"Face of Malawi",National,"05 April. Ntchisi vendors marched to the office of the district council, demanding that issues of service delivery and the Ng'oma trading center be addressed. [size=no report].",0,1554749634,MWI
5016999,454,MAW435,435,"12 March 2019",2019,1,Protests,"Peaceful protest","Protesters (Malawi)",,6,,,0,60,"Eastern Africa",Malawi,Northern,Rumphi,"Rumphi Boma",Rumphi,-11.0167,33.8667,1,"Malawi News Agency",National,"12 March. Beneficiaries of the 2018/19 Public Works Programme, that included Rumphi Residents Association (RRA), in Rumphi protested outside the District Commissioner's office, demanding the payment of their wages for work done between December 2018 and January 2019. [size=no report].",0,1552932719,MWI
4555549,454,MAW433,433,"06 March 2019",2019,1,Riots,"Mob violence","Rioters (Malawi)","Vigilante Group (Malawi)",5,"Civilians (Malawi)",,7,57,"Eastern Africa",Malawi,Central,Mchinji,"Mchinji Boma",Mchinji,-13.7984,32.8802,1,"Face of Malawi",National,"06 March. A mob from Mchinji attacked a man who are suspected of sexually assaulting his step daughter. Police intervene, the man was taken to a hospital. [size=no report].",0,1552576389,MWI
4555550,454,MAW434,434,"06 March 2019",2019,1,Protests,"Protest with intervention","Protesters (Malawi)","APAM: Association of People with Albinism",6,"Police Forces of Malawi (2014-)",,1,16,"Eastern Africa",Malawi,Central,"Lilongwe City","Lilongwe City",Lilongwe,-13.9833,33.7833,1,"Daily Nation (Kenya); Face of Malawi",National,"06 March. A group of 200 people living with albinism, joined by 500 sympathisers, marched to the parliament building, Lilongwe, in protest against the killing and abduction of people living with albinism. Police forces attempted to stop protesters to move towards the parliament building for a while. [size=700].",0,1552576389,MWI
4559508,454,MAW432,432,"22 February 2019",2019,1,Protests,"Protest with intervention","Protesters (Malawi)","Students (Malawi)",6,"Police Forces of Malawi (2014-)",,1,16,"Eastern Africa",Malawi,Southern,"Blantyre City","Blantyre City",Blantyre,-15.7833,35,1,"Nyasa Times (Malawi)",National,"22 February. Students protested at the Soche Technical College, Blantyre, demanding the reintroduction of the Trade Test Examining Board, to release the 2017 results, and the introduction of four year degrees. The police have been called in to disperse the protest. [size=no report]",0,1552576396,MWI
4559853,454,MAW430,430,"21 February 2019",2019,2,Protests,"Peaceful protest","Protesters (Malawi)","Labour Group (Malawi)",6,,,0,60,"Eastern Africa",Malawi,Central,Dedza,"TA Kasumbu",Dedza,-14.3667,34.3333,1,"Face of Malawi",National,"21 February. Kabaza operators marched in the Dedza district to protest a rise in the montly tax they need to pay for their operation. [size=no report]",0,1552576397,MWI
5280350,454,MAW431,431,"21 February 2019",2019,1,Riots,"Mob violence","Rioters (Malawi)","DPP: Democratic Progressive Party",5,"Civilians (Malawi)","MCP: Malawi Congress Party",7,57,"Eastern Africa",Malawi,Southern,Nsanje,"Nsanje Boma",Nsanje,-16.9167,35.2667,1,"Maravi Post",National,"21 February. Four cadets from the Democratic Progressive Party (DPP) beat and seriously injured a supporter from the Malawi Congress Party (MCP) in Nsanje. They also burnt an MCP flag.",0,1561469182,MWI
5200565,454,MAW429,429,"20 February 2019",2019,1,Protests,"Peaceful protest","Protesters (South Africa)","Women (South Africa)",6,,,0,60,"Eastern Africa",Malawi,Southern,Mangochi,"TA Mponda",Mangochi,-14.4667,35.2667,1,"Nyasa Times (Malawi)",National,"20 February. Women, including female pollical party members, marched in the Mangochi District, against political violence during campaign meetings. Members from the Gender Coordination and the 50-50 Campaign Management Agency also joined the march. [size=no report]",0,1559160527,MWI
5280349,454,MAW428,428,"20 February 2019",2019,1,"Violence against civilians",Attack,"AFORD: Alliance for Democracy Militia",,3,"Civilians (Malawi)","UDF: United Democratic Forum",7,37,"Eastern Africa",Malawi,Northern,Rumphi,"Rumphi Boma",Rumphi,-11.0167,33.8667,1,"Maravi Post",National,"20 February. Suspected AFORD disrupted a UDF rally in Rumphi. The riot was targeted at AFORD member, Frank Mwenifumbo, who is currently running with the UDF president. The rioters demanded a AFORD cloth back from Mwenifumbo, stating that he can no longer be part of AFORD. The rioters entered the rally with pangas. Size of demonstration unknown.",0,1561469182,MWI
5198945,454,MAW427,427,"06 February 2019",2019,2,Protests,"Peaceful protest","Protesters (Malawi)","DPP: Democratic Progressive Party; Women (Malawi)",6,,,0,60,"Eastern Africa",Malawi,Central,"Lilongwe City","Lilongwe City",Lilongwe,-13.9833,33.7833,1,"Southern Times (Namibia)",Regional,"06 February (on or around). Hundreds of Malawian women, including members from the Democratic Progressive Party (DPP), held a peaceful march to denounce political violence against women in Lilongwe.",0,1559160525,MWI
4567493,454,MAW426,426,"29 January 2019",2019,1,Protests,"Peaceful protest","Protesters (Malawi)","Aid Workers (Malawi)",6,,,0,60,"Eastern Africa",Malawi,Central,"Lilongwe City","Lilongwe City",Lilongwe,-13.9833,33.7833,1,"Nyasa Times (Malawi)",National,"29 January. Demonstrators, led by NGO Gender Coordination Network, have protested peacefully in Lilongwe to oppose increasing cases of political violence against UTM members and supporters.",0,1552576406,MWI
5280348,454,MAW425,425,"20 January 2019",2019,1,"Violence against civilians",Attack,"DPP: Democratic Progressive Party",,3,"Civilians (Malawi)","UTM: United Transformation Movement",7,37,"Eastern Africa",Malawi,Southern,Mangochi,"TA Mponda",Mangochi,-14.4667,35.2667,1,"Maravi Post",National,"20 January. Suspected Democratic Progressive Party (DPP) supporters assaulted UTM party members who were on their way to a meeting in Mangochi.",0,1561469182,MWI
4571093,454,MAW423,423,"18 January 2019",2019,2,"Violence against civilians",Attack,"DPP: Democratic Progressive Party",,3,"Civilians (Malawi)","UTM: United Transformation Movement; Lawyers (Malawi)",7,37,"Eastern Africa",Malawi,Southern,Mulanje,"Mulanje Boma",Mulanje,-16.0333,35.5,1,"Face of Malawi",National,"18 January (on or around). DPP militias beat a lawmaker and the UTM National Director of Youth in Mulanje.",0,1552576410,MWI
4571034,454,MAW424,424,"18 January 2019",2019,1,Riots,"Violent demonstration","Rioters (Malawi)",,5,"Police Forces of Malawi (2014-)",,1,15,"Eastern Africa",Malawi,Southern,Nsanje,"Nsanje Boma",Nsanje,-16.9167,35.2667,1,"Nyasa Times (Malawi)",National,"18 January. Residents invaded Nsanje Police Station demanding the release of a murder suspect to lynch him.",0,1552576410,MWI
4573690,454,MAW422,422,"09 January 2019",2019,1,Protests,"Peaceful protest","Protesters (International)","Protesters (India)",6,,,0,60,"Eastern Africa",Malawi,Central,"Lilongwe City","Lilongwe City",Lilongwe,-13.9833,33.7833,1,Malawi24,National,"On 9 January, the Indian community in Lilongew Malawi has protested against a bail application by a man suspected of murdering his wife.",0,1552576413,MWI
4576256,454,MAW421,421,"31 December 2018",2018,1,"Violence against civilians",Attack,"Unidentified Armed Group (Malawi)",,3,"Civilians (Malawi)",,7,37,"Eastern Africa",Malawi,Northern,"Nkhata Bay","Lake Malawi","Nkhata Bay",-11.6,34.3,1,Malawi24,National,"On 31 December, mobs armed with pangas stabbed a man to death at his home in Nkhata bay on New Year's Eve because he was an albino.",1,1552576417,MWI
4578425,454,MAW420,420,"24 December 2018",2018,1,Riots,"Mob violence","Rioters (Malawi)","Vigilante Group (Malawi)",5,"Civilians (Malawi)",,7,57,"Eastern Africa",Malawi,Central,Salima,"TA Karonga",Salima,-13.7196,34.4018,1,Malawi24,National,"On 24 December, in Salima, a suspected cattle thief has been burnt to death after he was caught by a mob.",1,1552576419,MWI
4578706,454,MAW419,419,"23 December 2018",2018,1,Riots,"Violent demonstration","Rioters (Malawi)","MCP: Malawi Congress Party",5,"Police Forces of Malawi (2014-)",,1,15,"Eastern Africa",Malawi,Southern,Zomba,"Zomba City",Zomba,-15.3833,35.3333,1,Malawi24,National,"On 23 December, police in Zomba clashed with members of the Malawi Congress Party (MCP) after the police tried to stop the party's rally saying President Peter Mutharika was expected to pass through a road near the venue.",0,1552576419,MWI
4587097,454,MAW418,418,"25 November 2018",2018,1,Riots,"Mob violence","Rioters (Malawi)","Vigilante Group (Malawi)",5,"Civilians (Malawi)",,7,57,"Eastern Africa",Malawi,Central,"Lilongwe City","Lilongwe City",Lilongwe,-13.9833,33.7833,1,"Malawi News Agency",National,"On 25 November, a man was killed by an angry mob in Likuni area of Lilongwe due to his habitual committing of crimes.",1,1552576429,MWI
4587822,454,MAW417,417,"22 November 2018",2018,1,Riots,"Mob violence","Rioters (Malawi)","Vigilante Group (Malawi)",5,"Civilians (Malawi)",,7,57,"Eastern Africa",Malawi,Central,"Lilongwe City","Lilongwe City",Lilongwe,-13.9833,33.7833,1,"Malawi News Agency",National,"On 22 November, a man was killed in a mob attack after being caught on allegations of theft of a motorcycle in Mitundu area of Lilongwe.",1,1552576430,MWI
4588053,454,MAW415,415,"21 November 2018",2018,1,Protests,"Peaceful protest","Protesters (Malawi)",,6,,,0,60,"Eastern Africa",Malawi,Southern,"Blantyre City","Blantyre City",Blantyre,-15.7833,35,1,"Face of Malawi",National,"On 21 November, a group of rastafarians staged protests at the Civic Office in the commercial capital Blantyre. They want Rasta children to be allowed to attend classes without removing their dreadlocks.",0,1552576430,MWI
4588100,454,MAW414,414,"20 November 2018",2018,1,Riots,"Mob violence","Rioters (Malawi)","Vigilante Group (Malawi)",5,"Civilians (Malawi)",,7,57,"Eastern Africa",Malawi,Southern,Mulanje,"Mulanje Boma",Mulanje,-16.0333,35.5,1,"Face of Malawi",National,"On 20 November, an angry mob at Kalamwa village, Traditional Authority Mabuka in Mulanje district, stoned to death a 55 year old man on allegation that he was a wizard.",1,1552576430,MWI
4589627,454,MAW416,416,"15 November 2018",2018,1,Riots,"Mob violence","Rioters (Malawi)","Vigilante Group (Malawi)",5,"Civilians (Malawi)",,7,57,"Eastern Africa",Malawi,Central,"Lilongwe City","Lilongwe City",Lilongwe,-13.9833,33.7833,1,"Malawi News Agency",National,"On 15 November, a man was killed in a mob attack after he was allegedly found slaughtering two goats in Lilongwe.",1,1552576432,MWI
